Date,Category,Payment_mode,Description,Amount,Cashback
2024-06-01,Investment,Debit Card,Safe church lay under.,563.01,0.0
2024-06-20,Food,Debit Card,Bill someone social individual everybody.,337.5,0.58
2024-06-03,Food,Cash,Down edge only against watch exactly enough result.,257.78,0.33
2024-06-08,Food,Credit Card,Either let hundred performance car owner million into.,44.53,0.0
2024-06-16,Bills,Credit Card,Building media heavy care.,115.44,0.53
2024-06-06,Subscription,Debit Card,Street point west face moment long gas international.,87.57,0.1
2024-06-18,Stationary,Credit Card,Outside likely save argue.,99.46,0.0
2024-06-01,Travel,Cash,Growth Mrs court station own.,197.49,0.32
2024-06-14,Groceries,Debit Card,Maintain job blood social pressure cover civil benefit.,817.11,0.67
2024-06-12,Groceries,Debit Card,Indeed up describe mention eat.,829.36,0.0
2024-06-06,Bills,UPI,Federal wind never meet hospital bill their.,66.15,0.09
2024-06-13,Healthcare,Cash,Foot reason lawyer.,11.34,0.16
2024-06-10,Food,Cash,Development read allow vote official table style.,295.98,0.66
2024-06-18,Entertainment,UPI,Say thought example.,572.25,0.19
2024-06-06,Travel,Credit Card,Dog it with cultural.,236.28,0.84
2024-06-02,Groceries,Credit Card,Vote close back expect remember nearly.,285.2,0.82
2024-06-01,Food,Credit Card,Today buy some song officer role.,218.9,0.47
2024-06-11,Subscription,Cash,Interview eye eye next company focus.,164.01,0.41
2024-06-22,Stationary,Cash,This security well inside heart arm early.,94.55,0.2
2024-06-15,Groceries,Credit Card,Cut offer rise ever.,760.67,0.13
2024-06-21,Healthcare,UPI,Affect fact owner rise.,791.33,0.34
2024-06-11,Travel,Cash,Himself weight try fact.,18.6,0.0
2024-06-29,Healthcare,Credit Card,Hear ago detail mouth seek.,928.25,0.46
2024-06-17,Entertainment,Cash,Property news peace easy something.,404.74,0.87
2024-06-19,Groceries,Credit Card,It structure provide claim note key network manage.,81.27,0.49
2024-06-27,Investment,Debit Card,Bank model happen he month common.,964.15,0.9
2024-06-11,Healthcare,Cash,Each task share old suffer plan.,301.75,0.82
2024-06-26,Bills,Debit Card,Nation education rise.,719.0,0.4
2024-06-20,Food,UPI,Window sell probably.,492.44,0.59
2024-06-17,Bills,Credit Card,Body successful wife bag area.,402.17,0.97
2024-06-08,Food,Credit Card,Speak now item thank yard model.,972.76,0.38
2024-06-20,Healthcare,UPI,Sea short message reveal well key.,830.0,0.34
2024-06-25,Bills,Cash,Indeed reveal score.,407.28,0.0
2024-06-10,Stationary,Credit Card,Central indeed sit realize focus.,904.71,0.6
2024-06-26,Entertainment,Credit Card,Serve simply responsibility late attack seek.,98.7,0.0
2024-06-20,Entertainment,Debit Card,Might book whole drop.,473.7,0.0
2024-06-12,Groceries,Credit Card,Yet young player pick oil order fire.,33.23,0.98
2024-06-04,Food,UPI,Check cost relate smile.,381.4,0.0
2024-06-15,Entertainment,UPI,Money charge benefit section those.,122.09,0.64
2024-06-17,Subscription,Cash,Say edge similar do low cell cost.,498.77,0.12
2024-06-21,Food,Cash,Note scene until nothing.,447.03,0.99
2024-06-02,Investment,Credit Card,Hear small happy church phone final.,51.94,0.0
2024-06-01,Bills,Cash,Find different attention condition position scene sense.,530.1,0.61
2024-06-11,Stationary,Cash,Receive method commercial sound of.,606.01,0.11
2024-06-21,Investment,Credit Card,Her character join year career wide miss side.,916.61,0.0
2024-06-27,Subscription,Credit Card,Make never accept provide someone hand feel.,545.33,0.44
2024-06-05,Healthcare,UPI,Successful main arrive at possible doctor fast.,597.41,0.25
2024-06-09,Travel,Cash,Save available protect sell truth enjoy.,161.67,0.42
2024-06-14,Bills,UPI,Very power girl scene leave able wall.,501.83,0.42
2024-06-17,Bills,UPI,Fact benefit challenge red themselves even three.,351.33,0.75
2024-06-09,Travel,UPI,Turn Democrat not during work thought.,202.47,0.2
2024-06-20,Travel,Debit Card,Him apply develop beyond explain.,635.81,0.33
2024-06-15,Investment,Cash,Poor wall eye hot across do home born.,140.22,0.2
2024-06-02,Healthcare,UPI,Impact relate political behind thank heavy common.,512.81,0.39
2024-06-17,Food,Credit Card,Tax raise receive crime forward personal.,309.42,0.34
2024-06-14,Travel,UPI,Product good write write.,243.05,0.2
2024-06-14,Stationary,Credit Card,Year single despite something which than.,182.45,0.71
2024-06-19,Subscription,Debit Card,Political star hundred coach reach spring either name.,872.63,0.0
2024-06-15,Subscription,Cash,Hear fire amount often event walk.,196.32,0.62
2024-06-07,Subscription,UPI,Mention employee fear young strategy.,883.95,0.04
2024-06-20,Investment,Cash,Drop system foreign particular throw would.,732.12,0.35
2024-06-13,Bills,Cash,Surface that outside.,775.96,0.05
2024-06-14,Bills,UPI,Near western although tough account mouth.,937.22,0.0
2024-06-08,Healthcare,Cash,Feel section risk.,659.04,0.84
2024-06-21,Healthcare,Cash,Article vote drug.,164.74,0.05
2024-06-13,Travel,Debit Card,Over today yourself use conference.,145.73,0.44
2024-06-23,Bills,Credit Card,Radio from such management nice off issue.,77.84,0.89
2024-06-18,Stationary,Debit Card,Put campaign remain figure follow politics.,520.8,0.0
2024-06-12,Food,Credit Card,Business happy allow.,935.86,0.0
2024-06-27,Stationary,Debit Card,Its knowledge unit rule beat my set.,158.59,0.96
2024-06-01,Investment,Cash,Level article also past inside source yet effect.,520.34,0.77
2024-06-12,Stationary,UPI,Professional certainly create top.,347.94,0.93
2024-06-28,Entertainment,UPI,Suggest at indeed stay major get become.,114.21,0.73
2024-06-21,Entertainment,Debit Card,Year receive pretty green.,130.87,0.28
2024-06-28,Food,Debit Card,Once network plant section benefit receive.,486.25,0.0
2024-06-15,Healthcare,UPI,Animal white stay citizen two college billion between.,62.27,0.09
2024-06-27,Stationary,UPI,Help follow several rich because.,439.19,0.27
2024-06-27,Food,Credit Card,Worker major tough risk kitchen enjoy.,210.81,0.08
2024-06-11,Travel,Cash,Success place usually peace Republican agree officer.,388.96,0.11
2024-06-01,Healthcare,Debit Card,Your card discuss young nice.,790.59,0.34
2024-06-16,Stationary,Credit Card,During even front.,425.5,0.99
2024-06-27,Entertainment,UPI,Late lead tonight run subject account picture.,351.53,0.29
2024-06-20,Food,UPI,Loss avoid line piece.,255.78,0.76
2024-06-13,Travel,Debit Card,You commercial already unit task check glass.,496.13,0.39
