Date,Category,Payment_mode,Description,Amount,Cashback
2024-11-23,Bills,UPI,Word face follow another.,162.62,0.0
2024-11-18,Subscription,UPI,Central to key structure agree how.,929.07,0.81
2024-11-06,Investment,Credit Card,Star stage short pressure line.,496.91,0.33
2024-11-24,Groceries,Cash,Guy help trade cold child much.,103.81,0.88
2024-11-26,Subscription,Cash,Television whom option time sure anyone.,555.33,0.0
2024-11-14,Healthcare,Cash,Economic whole huge over admit focus.,612.08,0.97
2024-11-06,Subscription,Debit Card,Lay two speech break.,580.64,0.02
2024-11-29,Food,Credit Card,Then special firm paper world.,677.7,0.06
2024-11-13,Food,Credit Card,Else also debate example.,742.73,0.02
2024-11-11,Travel,Cash,Total true radio control.,173.39,0.17
2024-11-19,Food,UPI,Trial serious board ten big third close.,144.11,0.48
2024-11-12,Bills,UPI,Note discussion wait eye.,748.13,0.03
2024-11-07,Bills,Cash,My mind security a.,576.24,0.45
2024-11-03,Subscription,Debit Card,Situation concern parent you.,941.63,0.34
2024-11-28,Bills,UPI,Game under sound local economy TV executive.,855.45,0.48
2024-11-16,Healthcare,Debit Card,Pay window help majority fall drop cut.,67.45,0.97
2024-11-16,Subscription,Cash,Onto traditional wall enter year.,341.37,0.19
2024-11-26,Subscription,Credit Card,Blood economy important Congress.,394.83,0.68
2024-11-21,Investment,Debit Card,Toward draw brother success region life.,678.86,0.0
2024-11-08,Bills,Cash,Best he wish my.,20.35,0.12
2024-11-13,Investment,Debit Card,Plant indeed performance your item author science.,199.08,0.97
2024-11-10,Entertainment,Debit Card,Dream officer recently figure interview exactly.,120.34,0.87
2024-11-09,Stationary,Debit Card,Table plan up.,487.12,0.12
2024-11-19,Entertainment,UPI,Down adult again history six stay PM.,873.24,0.34
2024-11-12,Food,Credit Card,Seven be remain include.,140.12,0.92
2024-11-01,Food,Credit Card,Degree happen read keep.,720.47,0.0
2024-11-19,Food,UPI,View care strategy career but rise position.,910.88,0.99
2024-11-14,Entertainment,Credit Card,Black level north still police too.,982.91,0.0
2024-11-19,Healthcare,Debit Card,Dark feel tough sort west.,993.18,0.1
2024-11-12,Subscription,Debit Card,Campaign perhaps process industry address no past.,113.19,0.0
2024-11-23,Investment,UPI,Alone writer individual dinner force sense.,810.45,0.0
2024-11-22,Bills,Credit Card,Place get my green community but may like.,421.7,0.02
2024-11-05,Entertainment,Credit Card,Protect people sense military.,556.43,0.0
2024-11-16,Healthcare,Credit Card,Food four fact difference.,548.16,0.0
2024-11-28,Bills,UPI,Market system expert look us mind politics writer.,505.84,0.19
2024-11-09,Groceries,Cash,Course which day inside not.,644.69,0.6
2024-11-02,Groceries,Cash,Send mean service among.,387.13,0.56
2024-11-18,Food,UPI,Thank yeah receive base rule place.,540.77,0.29
2024-11-29,Healthcare,Debit Card,Foreign foreign relate structure.,415.3,0.0
2024-11-25,Food,Debit Card,From similar water indicate.,670.61,0.06
2024-11-18,Stationary,Cash,Give what everybody.,539.71,0.29
2024-11-14,Investment,Cash,Situation agree great these meet.,62.48,0.0
2024-11-20,Groceries,Debit Card,Away him professional too.,650.56,0.37
2024-11-22,Bills,UPI,Painting allow family how boy.,304.21,0.66
2024-11-15,Stationary,Credit Card,Member gun thing adult none.,776.91,0.0
2024-11-27,Stationary,Cash,Sister service buy success.,232.47,0.17
2024-11-14,Bills,Credit Card,Hot possible class job themselves administration half environmental.,624.02,0.44
2024-11-01,Investment,Debit Card,Protect simple plan arrive night.,879.95,0.9
2024-11-15,Bills,UPI,Bag reason minute draw loss.,529.79,0.55
2024-11-24,Stationary,Cash,Yeah nice role find management group although.,150.47,0.34
2024-11-10,Subscription,Credit Card,Buy technology store office avoid yeah for.,210.24,0.0
2024-11-28,Healthcare,Debit Card,Quite pass physical.,583.66,0.0
2024-11-10,Stationary,Credit Card,Man whatever senior board data nature.,149.29,0.0
2024-11-03,Entertainment,UPI,Letter image city happy trade civil.,966.74,0.75
2024-11-21,Healthcare,Cash,Million team change learn other moment large music.,134.28,0.28
2024-11-09,Groceries,Cash,These off allow without production born movement.,515.62,0.0
2024-11-05,Food,UPI,Early just certainly make member down fact.,957.35,0.1
2024-11-25,Entertainment,UPI,Enough walk three international woman onto.,439.43,0.0
2024-11-07,Stationary,Credit Card,Enjoy choice power smile keep anyone throw action.,769.4,0.0
2024-11-20,Bills,Debit Card,Party official value compare.,80.27,0.38
2024-11-27,Groceries,Debit Card,Read soldier paper section either middle figure dark.,816.01,0.56
2024-11-24,Entertainment,Cash,Partner concern live entire style personal.,963.0,0.53
2024-11-15,Bills,Cash,Benefit just manager wish my scene north.,110.71,0.0
2024-11-14,Travel,Credit Card,American describe open people possible brother indicate.,192.97,0.53
2024-11-08,Investment,Credit Card,My summer study argue.,319.77,0.0
2024-11-12,Bills,UPI,Color nor region feeling room.,217.18,0.07
2024-11-04,Entertainment,Debit Card,Meeting do wind play contain group now good.,254.44,0.0
2024-11-20,Food,UPI,Too contain wide generation recent learn.,278.25,0.15
2024-11-28,Bills,UPI,Ahead think tonight true look ball large.,716.99,0.2
2024-11-07,Bills,UPI,Available use shoulder rather institution play cost.,13.23,0.12
2024-11-28,Entertainment,Debit Card,Trouble these approach action assume.,951.33,0.94
2024-11-26,Travel,Debit Card,General improve home certain word build.,961.6,0.25
2024-11-14,Groceries,UPI,Door seat interest heart find.,585.81,0.91
2024-11-29,Subscription,Debit Card,Security positive woman Democrat player consumer write.,923.29,0.0
2024-11-08,Groceries,Credit Card,Value available teach number available statement important.,266.59,0.0
2024-11-04,Groceries,Credit Card,Cost second board.,112.5,0.11
2024-11-09,Stationary,UPI,Say mind individual onto.,258.26,0.0
2024-11-25,Subscription,UPI,Various consider stuff democratic decade energy walk.,727.34,0.87
2024-11-06,Travel,Cash,Improve of begin couple.,321.8,0.0
2024-11-07,Subscription,Credit Card,Hotel lawyer rise social.,307.81,0.24
2024-11-06,Travel,Credit Card,Every partner board born sing.,362.7,0.0
2024-11-09,Stationary,Credit Card,Future single would any no above.,81.29,0.97
2024-11-24,Entertainment,UPI,Wonder bar article usually pressure mind.,221.36,0.53
2024-11-24,Entertainment,UPI,Describe really court own of according while.,886.7,0.04
2024-11-10,Investment,Debit Card,Admit cover collection line.,191.5,0.9
2024-11-14,Bills,Debit Card,Arm wish hard.,745.14,0.74
2024-11-10,Food,Credit Card,Different huge listen pick husband word yeah.,608.68,0.0
2024-11-14,Stationary,Debit Card,Thought out just rock.,592.25,0.9
2024-11-20,Healthcare,Cash,Business song citizen material hand billion government.,159.64,0.31
2024-11-26,Food,Debit Card,Space tell treatment nice store finish discussion.,853.85,0.0
2024-11-16,Food,Cash,Church prevent performance political third whole network.,319.49,0.74
2024-11-21,Food,Debit Card,Thus customer cover minute center man care.,853.51,0.0
2024-11-19,Healthcare,Debit Card,Dark meeting country final fund arrive.,510.21,0.52
2024-11-20,Groceries,Debit Card,She spring fight leave real.,277.51,0.93
2024-11-19,Stationary,Debit Card,Different sing base site its read.,755.87,0.0
2024-11-03,Travel,Debit Card,Represent professor arrive pattern.,138.58,0.0
2024-11-11,Bills,Credit Card,Near certain international eight analysis morning.,163.8,0.8
2024-11-12,Healthcare,Credit Card,Ten usually wear group company store evidence.,911.49,0.66
2024-11-28,Food,Cash,Avoid help spend poor.,783.47,0.4
2024-11-09,Investment,Credit Card,Against own force go range material.,523.66,0.97
2024-11-06,Stationary,UPI,Serve usually brother black paper.,534.54,0.0
2024-11-16,Entertainment,UPI,Agency fund tell fine.,724.23,0.22
2024-11-05,Stationary,Debit Card,Dinner other certainly threat center take.,659.52,0.18
2024-11-25,Entertainment,Cash,Morning weight seven consumer where rather simply both.,230.84,0.0
2024-11-04,Investment,Cash,Tell short between.,329.82,0.0
2024-11-25,Bills,UPI,Establish onto create focus.,755.87,0.23
2024-11-02,Healthcare,Debit Card,Pretty response military former suddenly one before.,418.78,0.08
2024-11-08,Food,Credit Card,Thing race far today then score.,480.35,0.8
2024-11-21,Healthcare,UPI,Least fast court end difference.,209.22,0.0
2024-11-18,Food,Credit Card,Guy marriage bar finally around experience approach receive.,457.38,0.6
2024-11-26,Groceries,UPI,Eight while wife event window order.,751.04,0.0
2024-11-12,Healthcare,UPI,Support north their firm.,188.24,0.41
2024-11-18,Travel,Cash,Pressure person find heavy.,241.65,0.39
2024-11-16,Stationary,Credit Card,Usually business subject upon.,500.0,0.0
