Date,Category,Payment_mode,Description,Amount,Cashback
2024-02-28,Investment,Credit Card,Sport force require will.,292.44,0.65
2024-02-05,Stationary,Debit Card,Tend morning soldier certain sea pick join.,692.3,0.56
2024-02-04,Bills,Credit Card,Decade color develop allow kind way thus also.,367.68,0.57
2024-02-20,Subscription,UPI,Teach drop develop television seven free.,715.9,0.0
2024-02-24,Bills,UPI,Today security finish best.,384.15,0.51
2024-02-10,Travel,UPI,Major hard player possible.,318.31,0.67
2024-02-01,Travel,Cash,Success ten seem good serious lawyer feel.,129.8,0.85
2024-02-17,Investment,Debit Card,Address author technology loss history great throughout allow.,430.01,0.16
2024-02-28,Investment,Debit Card,Heart five then seek up challenge.,470.25,0.0
2024-02-03,Groceries,Cash,Design watch agree billion policy own staff.,459.72,0.0
2024-02-14,Travel,UPI,Per drop official tax kid dream.,100.77,0.79
2024-02-10,Groceries,Debit Card,Year military statement eight hit plant.,130.66,0.0
2024-02-08,Entertainment,Debit Card,Fight cost area leg system really.,970.97,0.15
2024-02-28,Subscription,Cash,Moment realize concern society.,258.69,0.6
2024-02-12,Subscription,Credit Card,Measure station rock mind choice down.,734.43,0.39
2024-02-16,Stationary,Credit Card,Future window reason answer wife participant shake.,728.03,0.96
2024-02-26,Healthcare,Credit Card,Visit reason Republican huge.,597.34,0.79
2024-02-09,Subscription,UPI,Republican structure itself month sign.,971.41,0.94
2024-02-21,Entertainment,Debit Card,Adult significant hit.,506.23,0.45
2024-02-18,Groceries,Cash,Suddenly born appear defense.,590.53,0.0
2024-02-18,Investment,Credit Card,Bag game agency president.,207.2,0.0
2024-02-14,Healthcare,Credit Card,Seven could myself south your sense clearly.,346.63,0.74
2024-02-23,Stationary,Credit Card,Teacher organization president choice.,289.01,0.53
2024-02-13,Food,Debit Card,Something PM house receive.,886.92,0.0
2024-02-24,Bills,Debit Card,They writer increase though big continue.,184.62,0.82
2024-02-09,Investment,UPI,Catch type think church suddenly sell into.,13.1,0.1
2024-02-05,Healthcare,Cash,Although enough collection floor all player during TV.,370.86,0.0
2024-02-20,Healthcare,Debit Card,Manager art those onto base officer.,14.65,0.71
2024-02-07,Food,Debit Card,Foreign loss say network travel believe.,531.17,0.88
2024-02-01,Stationary,UPI,Enter on visit foot back cut they.,433.8,0.04
2024-02-02,Food,Debit Card,Contain individual name despite yet.,309.32,0.86
2024-02-22,Healthcare,Credit Card,Herself order decision within least doctor.,521.36,0.18
2024-02-25,Travel,Credit Card,Store high that investment.,283.93,0.5
2024-02-14,Food,Credit Card,Shake agreement cost Congress along pattern goal.,404.33,0.48
2024-02-24,Subscription,Debit Card,Same teach water serve ability television.,406.71,0.66
2024-02-24,Stationary,Cash,Story reveal all arm sure suggest such almost.,754.5,0.0
2024-02-11,Bills,Debit Card,Technology almost space clearly along.,836.94,0.39
2024-02-08,Entertainment,Credit Card,Pressure send order color class.,131.26,0.5
2024-02-15,Groceries,UPI,Answer wall close also before seat music.,332.51,0.0
2024-02-24,Bills,Cash,Scientist effect fear.,419.95,0.0
2024-02-04,Travel,Credit Card,Across financial forward ago hand.,592.56,0.0
2024-02-07,Travel,Cash,Always ball foot who rise.,978.15,0.82
2024-02-15,Travel,Debit Card,Drive stuff shake.,575.52,0.31
2024-02-06,Subscription,Cash,City environmental second effort.,236.18,0.5
2024-02-22,Bills,UPI,Continue financial take all.,919.13,0.0
2024-02-24,Groceries,Debit Card,Compare camera guy indicate need.,331.16,0.0
2024-02-26,Groceries,Credit Card,Certainly middle hold five everyone experience.,862.89,0.0
2024-02-12,Travel,Debit Card,Clearly reveal area ask.,675.24,0.66
2024-02-06,Groceries,Cash,Impact political former company central.,350.42,0.12
2024-02-25,Stationary,UPI,Eat include realize page which market air true.,44.52,0.02
2024-02-24,Food,Debit Card,Week find special write probably cold able.,130.45,0.0
2024-02-08,Entertainment,Cash,Figure cut study career.,862.45,0.97
