Date,Category,Payment_mode,Description,Amount,Cashback
2024-05-26,Food,Credit Card,Within suggest would seek quickly position wall control.,274.12,0.38
2024-05-08,Healthcare,UPI,Last more family democratic loss where.,472.47,0.33
2024-05-24,Groceries,Cash,Financial month visit share add mission method local.,392.35,0.0
2024-05-28,Bills,UPI,Nature up kid deal year PM.,614.02,0.24
2024-05-27,Subscription,UPI,Stop quality culture score.,924.27,0.78
2024-05-13,Bills,Debit Card,Cold continue military believe support beautiful.,500.24,0.97
2024-05-21,Bills,Debit Card,Pay office bit draw.,352.24,0.66
2024-05-18,Food,Cash,Stage technology road candidate factor let.,440.49,0.44
2024-05-21,Groceries,Cash,Pick purpose movement manager news.,749.06,0.69
2024-05-01,Subscription,Cash,Wide floor kind continue whose.,848.57,0.1
2024-05-26,Investment,Debit Card,Off course add town.,621.7,0.0
2024-05-06,Entertainment,Credit Card,Among should ahead surface particularly bar share eight.,72.93,0.9
2024-05-22,Investment,Cash,Especially science government real agree join.,695.78,0.54
2024-05-20,Bills,Credit Card,Which standard economy.,832.34,0.12
2024-05-17,Bills,Credit Card,Eight born growth station certain spend.,512.14,0.0
2024-05-08,Travel,Cash,Than right physical of.,242.24,0.43
2024-05-13,Travel,Cash,Operation paper begin modern father size.,847.0,0.67
2024-05-23,Stationary,UPI,Figure act behind sing them.,678.5,0.0
2024-05-29,Healthcare,Debit Card,Process window style trial sea fall rise.,140.47,0.13
2024-05-15,Investment,UPI,Rather put standard lay admit carry.,842.93,0.8
2024-05-28,Healthcare,Cash,Billion name foreign popular yeah deal.,220.04,0.09
2024-05-17,Bills,Cash,Hit American fear hard full modern.,359.49,0.25
2024-05-26,Bills,Credit Card,Example customer imagine member.,619.32,0.73
2024-05-02,Subscription,UPI,Loss do action almost gun.,826.03,0.05
2024-05-15,Healthcare,Debit Card,Medical act ever crime position current.,350.8,0.65
2024-05-20,Food,Credit Card,President culture without authority.,37.98,0.88
2024-05-16,Entertainment,UPI,Policy shoulder admit art.,526.04,0.0
2024-05-10,Food,UPI,Agency apply return.,323.06,0.13
2024-05-30,Food,Debit Card,Mission if music available source.,418.78,0.84
2024-05-12,Investment,Credit Card,Nearly tree how can.,566.11,0.55
2024-05-22,Subscription,Debit Card,Interview bank head exist medical.,197.42,0.23
2024-05-07,Stationary,Cash,Ready no wife test system do.,982.82,0.61
2024-05-27,Healthcare,Debit Card,Community popular ability once view.,377.26,0.62
2024-05-11,Entertainment,Cash,Collection huge what sell send.,446.28,0.47
2024-05-26,Entertainment,Cash,Age leader fact head.,504.68,0.0
2024-05-23,Bills,Debit Card,Floor tough bit small lot yeah million century.,562.47,0.0
2024-05-10,Investment,Credit Card,Two life officer southern pressure training forget.,722.46,0.88
2024-05-24,Subscription,UPI,Doctor from respond sell particularly.,410.62,0.0
2024-05-12,Subscription,Cash,Bag particularly memory out time foreign knowledge.,838.17,0.96
2024-05-18,Stationary,Cash,Together perhaps know television benefit security serve.,887.66,0.0
2024-05-08,Food,Credit Card,Professor but security nature he office professional board.,699.25,0.96
2024-05-29,Food,Debit Card,Admit indeed small.,326.31,0.29
2024-05-03,Entertainment,Cash,Space place present sense.,740.85,0.0
2024-05-27,Entertainment,Cash,Involve page tend space.,890.37,0.65
2024-05-21,Stationary,Debit Card,Center question ok open cover.,62.53,0.48
2024-05-26,Travel,UPI,Forward color add option.,989.47,0.78
2024-05-13,Groceries,UPI,Stuff pressure successful feeling leader.,440.02,0.15
2024-05-16,Investment,Credit Card,Poor under spend result almost to.,601.69,0.59
2024-05-21,Investment,Cash,Production maintain everyone interview too treatment according.,259.79,0.37
2024-05-23,Stationary,Debit Card,Democratic many voice reach picture here population.,526.89,0.0
2024-05-24,Travel,Debit Card,National none say.,760.45,0.34
2024-05-13,Entertainment,UPI,Medical war size interview.,857.58,0.38
2024-05-01,Groceries,Debit Card,South floor partner nearly however those plan defense.,555.76,0.49
2024-05-07,Travel,Debit Card,President certain miss anyone.,353.03,0.74
2024-05-14,Investment,UPI,Maintain under they present the field the budget.,42.74,0.18
2024-05-10,Groceries,UPI,Source parent consumer.,444.06,0.71
2024-05-26,Stationary,Credit Card,Word social them sense professional window item describe.,138.04,0.89
2024-05-07,Groceries,Debit Card,Various sport food lawyer since and.,189.75,0.24
2024-05-19,Stationary,Cash,Want class that huge reflect will stay somebody.,911.95,0.24
2024-05-23,Bills,Credit Card,Force project authority of offer site energy state.,184.5,0.78
2024-05-07,Investment,Credit Card,Our minute language glass.,754.03,0.13
2024-05-27,Entertainment,Credit Card,Consider partner word hot.,258.52,0.79
2024-05-28,Travel,Cash,Represent TV hour idea book door.,576.9,0.95
2024-05-15,Travel,Credit Card,Factor thank news my usually industry.,973.27,0.0
2024-05-14,Groceries,Cash,Low late vote place with scene.,173.4,0.45
2024-05-11,Stationary,Cash,Baby member school speech read clearly something.,70.34,0.61
2024-05-23,Entertainment,Credit Card,Situation thus campaign reality including eight.,175.35,0.94
2024-05-30,Stationary,UPI,Each arm site factor information machine economic.,454.93,0.0
2024-05-06,Entertainment,Cash,South how entire matter daughter.,641.99,0.39
2024-05-13,Bills,UPI,Term air only defense view each.,803.39,0.6
2024-05-24,Subscription,Debit Card,Line same scene.,572.59,0.39
2024-05-20,Investment,Credit Card,Become ahead election.,650.12,0.44
2024-05-26,Food,Debit Card,Total just those say during you resource.,518.27,0.41
2024-05-29,Groceries,UPI,Against size trial know.,808.02,0.56
2024-05-14,Food,UPI,Personal trade effort company institution some price reveal.,716.7,0.0
2024-05-01,Travel,Debit Card,Task pick simple still discussion add.,768.31,0.0
2024-05-13,Healthcare,Credit Card,Director stand be knowledge north.,448.03,0.04
2024-05-26,Food,Credit Card,Too class upon within player read.,636.19,0.97
2024-05-06,Travel,UPI,Bank week simply book year talk no billion.,940.41,0.03
2024-05-03,Food,UPI,Executive price serve song idea safe.,696.43,0.02
2024-05-10,Healthcare,Cash,Administration clear nothing news how throughout Mr.,149.99,0.0
2024-05-09,Food,UPI,Son article girl conference student expert.,414.42,0.9
2024-05-02,Subscription,Cash,Hospital mention risk reason region stock.,568.31,0.42
2024-05-09,Entertainment,Credit Card,Claim question sense eight.,113.49,0.21
2024-05-06,Stationary,Credit Card,Western large top.,700.13,0.22
2024-05-22,Investment,Credit Card,Its where score.,79.8,0.0
2024-05-11,Travel,Cash,Report where level discover safe various front firm.,336.55,0.14
2024-05-02,Entertainment,UPI,Capital beautiful too.,124.11,0.2
2024-05-24,Bills,Debit Card,Within to cultural create yet find brother.,921.39,0.59
2024-05-29,Food,Cash,Role medical firm walk recently ground.,624.71,0.81
2024-05-05,Groceries,Credit Card,Model travel resource fight.,931.96,0.7
2024-05-24,Healthcare,UPI,Point institution attorney air production cell front.,42.56,0.34
2024-05-28,Healthcare,Cash,Operation impact professional.,317.35,0.3
2024-05-06,Bills,Cash,Church high plan.,384.75,0.0
2024-05-05,Entertainment,UPI,Eight more idea about.,132.85,0.0
2024-05-13,Food,Cash,Benefit adult world various maintain including.,208.44,0.01
2024-05-01,Stationary,Cash,Into radio not difficult see cost myself.,824.72,0.08
2024-05-29,Investment,Cash,Book him other anything strong black.,733.87,0.0
2024-05-13,Investment,Cash,Mind hot do her dark.,368.04,0.26
2024-05-01,Travel,Cash,Rest food source environment scene place.,656.17,0.75
2024-05-14,Entertainment,UPI,Wall everybody clear war budget production air.,922.87,0.83
2024-05-05,Bills,Credit Card,Crime lose everybody sound ten.,209.62,0.0
2024-05-04,Entertainment,UPI,Pretty such hit camera.,368.43,0.03
2024-05-28,Investment,UPI,Work voice occur right check.,571.94,0.11
2024-05-28,Food,Debit Card,Prepare later least travel do lose create.,993.05,0.29
2024-05-26,Groceries,Credit Card,Whatever law head guess each.,911.67,0.85
2024-05-05,Stationary,UPI,Case still vote medical throughout way.,963.11,0.82
2024-05-11,Travel,Credit Card,Test effort see federal.,83.86,0.0
2024-05-19,Investment,Credit Card,Whose accept practice with field right.,864.47,0.49
2024-05-09,Investment,Credit Card,Machine property word candidate federal action bring.,288.9,0.0
2024-05-02,Groceries,Debit Card,War because force despite world.,332.87,0.0
2024-05-18,Healthcare,Cash,Stay bit staff Republican above physical.,46.02,0.21
2024-05-06,Bills,Debit Card,Education support pick begin.,56.61,0.38
