Date,Category,Payment_mode,Description,Amount,Cashback
2024-04-05,Stationary,UPI,Agent magazine surface upon culture not daughter.,781.5,0.79
2024-04-19,Food,UPI,Hundred receive pressure oil.,361.84,0.58
2024-04-21,Travel,Cash,Camera size perform serious outside wish every prepare.,519.34,0.57
2024-04-24,Bills,Cash,Language my watch factor stage early market.,358.11,0.0
2024-04-06,Entertainment,UPI,Week later maintain far foreign include experience.,274.77,0.86
2024-04-07,Subscription,Cash,But right task energy.,399.12,0.0
2024-04-24,Groceries,UPI,Doctor final product they last.,171.52,0.0
2024-04-20,Subscription,Debit Card,Manager court account shake care.,23.24,0.46
2024-04-15,Healthcare,Debit Card,Hour receive eye loss most owner nor.,736.0,0.92
2024-04-27,Groceries,Debit Card,Available rock one.,743.62,0.42
2024-04-11,Food,Debit Card,Everyone face social many toward.,651.01,0.0
2024-04-10,Groceries,Credit Card,Perhaps door effort fast.,528.79,0.43
2024-04-27,Subscription,UPI,Defense task long fact wife.,436.76,0.43
2024-04-05,Entertainment,Debit Card,Financial trip plan what.,715.05,0.63
2024-04-19,Food,Debit Card,Scientist degree almost next.,878.97,0.37
2024-04-17,Travel,UPI,Weight our ask strategy son nature.,430.09,0.31
2024-04-26,Stationary,UPI,Building serious as read whether school.,30.9,0.96
2024-04-07,Travel,UPI,Ready large hour pass option turn law pay.,929.59,0.12
2024-04-26,Healthcare,Cash,Forward budget yard become.,700.36,0.68
2024-04-23,Entertainment,UPI,Billion create son property federal wife art.,496.99,0.32
2024-04-15,Bills,Debit Card,Lay arrive knowledge speech book.,225.38,0.41
2024-04-03,Groceries,UPI,Example manager region statement begin operation.,121.47,0.0
2024-04-07,Groceries,Debit Card,Relate start member training.,228.28,0.17
2024-04-29,Investment,Cash,Adult step bar key out floor.,615.27,0.0
2024-04-03,Stationary,Credit Card,Decision send fish goal.,651.21,0.91
2024-04-03,Travel,Credit Card,Reason which film power address while would follow.,796.08,0.0
2024-04-08,Healthcare,Credit Card,New four family feel positive.,835.93,0.0
2024-04-13,Subscription,UPI,Wind two service by country.,443.9,0.78
2024-04-01,Bills,Credit Card,Condition family way short believe.,114.64,0.81
2024-04-12,Stationary,Cash,Site successful story resource record air.,846.27,0.22
2024-04-22,Entertainment,Credit Card,Small half wrong different very artist human.,668.37,0.0
2024-04-18,Food,Credit Card,Nearly sea sell tonight child paper trial.,252.63,0.79
2024-04-16,Entertainment,Debit Card,Join experience send peace.,454.28,0.1
2024-04-25,Healthcare,UPI,Bed according campaign.,578.66,0.99
2024-04-06,Bills,Cash,Station in interview.,37.78,0.79
2024-04-22,Food,Cash,Point age later entire.,804.35,0.49
2024-04-02,Travel,Cash,Thank our drug help lose method they.,51.92,0.7
2024-04-04,Groceries,UPI,Risk new hear agree daughter.,50.29,0.0
2024-04-10,Investment,UPI,Huge large speak explain.,956.04,0.13
2024-04-22,Food,Credit Card,Music idea success picture board.,380.69,0.07
2024-04-04,Stationary,Cash,Contain wrong central way individual receive ball.,973.83,0.74
2024-04-25,Entertainment,Debit Card,Hard thousand use occur poor maintain near.,340.36,0.09
2024-04-29,Entertainment,Cash,Get head animal less.,268.4,0.06
2024-04-12,Entertainment,Cash,Heavy political who property risk.,482.6,0.15
2024-04-04,Travel,Debit Card,Home should southern few town already sure.,645.05,0.33
2024-04-14,Healthcare,Credit Card,Similar wonder religious world ground marriage hospital.,942.65,0.92
2024-04-26,Groceries,UPI,Cup building minute nearly health off help.,934.12,0.41
2024-04-10,Subscription,Cash,Record cup employee break rather data process.,665.87,0.39
2024-04-22,Stationary,Credit Card,Billion instead poor strategy experience by action.,738.8,0.0
2024-04-15,Stationary,Credit Card,Agreement action resource natural.,508.65,0.96
2024-04-02,Subscription,Cash,Charge someone more window.,955.71,0.0
2024-04-09,Stationary,Cash,Time quality write my happy single.,778.73,0.0
2024-04-19,Bills,UPI,Production the I bad hot.,156.22,0.7
2024-04-29,Healthcare,Debit Card,Eight side car think land suddenly probably.,940.12,0.09
2024-04-23,Subscription,UPI,System stand attack consumer determine miss.,182.6,0.87
2024-04-13,Healthcare,Cash,Material player everybody building.,234.36,0.0
2024-04-16,Groceries,Cash,Site order movement wish industry idea do.,203.65,0.81
2024-04-25,Food,Debit Card,Pattern play top his choose service.,371.69,0.5
2024-04-12,Bills,UPI,Treat worker local.,946.14,0.2
2024-04-18,Subscription,Credit Card,Skill such result sort owner type home grow.,796.44,0.49
2024-04-27,Healthcare,Debit Card,Audience real opportunity.,801.82,0.1
2024-04-20,Food,Cash,Protect level need seem last.,128.28,0.53
2024-04-29,Subscription,Cash,Big pattern among scene front player.,863.18,0.92
2024-04-18,Groceries,Debit Card,Which section behavior care generation late skin guess.,69.5,0.23
2024-04-05,Bills,Cash,Local want she light view low first doctor.,716.38,0.76
2024-04-25,Investment,UPI,Your rock determine generation lay every most.,875.75,0.28
2024-04-08,Entertainment,Debit Card,Pay matter head blue.,151.75,0.15
2024-04-22,Healthcare,Credit Card,Strong forget before scientist national recently.,275.94,0.15
2024-04-04,Investment,UPI,Speech fact improve friend always base.,83.54,0.82
2024-04-09,Travel,Cash,Operation size beat knowledge relate them.,394.91,0.13
2024-04-12,Bills,Credit Card,Turn research so rich.,241.61,0.0
2024-04-13,Travel,Debit Card,Detail image us Republican minute.,396.49,0.27
2024-04-21,Travel,Credit Card,Argue box thank nature.,747.96,0.06
2024-04-07,Stationary,Cash,Determine walk where over sound.,56.56,0.68
2024-04-23,Healthcare,Cash,Whole theory town art tax simply.,551.15,0.0
2024-04-22,Travel,UPI,Walk view church claim key.,54.16,0.0
2024-04-09,Food,Credit Card,Treat method plant job institution than.,148.61,0.0
2024-04-21,Bills,Credit Card,Authority glass conference anyone.,187.29,0.99
2024-04-17,Investment,UPI,Floor resource early price deal option.,341.5,0.87
2024-04-07,Healthcare,Cash,Eight city drive other pull cause want radio.,194.21,0.19
2024-04-04,Bills,Credit Card,But tough case major window.,787.19,0.54
2024-04-20,Healthcare,UPI,Continue bit let sea.,758.04,0.0
2024-04-01,Investment,UPI,Wrong position already describe particular product network meeting.,283.51,0.02
2024-04-08,Entertainment,Cash,Along agency hold record senior according finally.,175.63,0.23
2024-04-13,Entertainment,Cash,Generation choose hospital apply customer out likely.,711.17,0.32
2024-04-03,Subscription,Credit Card,Fill large body sister.,747.51,0.83
2024-04-15,Bills,Debit Card,Level threat strategy professor someone.,771.75,0.06
2024-04-12,Investment,Cash,Tell else agree.,132.21,0.86
2024-04-28,Stationary,Debit Card,Sometimes floor bar professional organization offer.,841.08,0.22
2024-04-06,Food,Credit Card,Half both population similar.,973.43,0.58
2024-04-16,Stationary,Cash,Democratic visit ball Republican together save reality quickly.,209.61,0.25
