Date,Category,Payment_mode,Description,Amount,Cashback
2024-07-07,Food,Debit Card,Maybe environmental nation leave service realize break.,932.48,0.0
2024-07-11,Travel,Cash,Whom data present tonight live serious us friend.,64.0,0.57
2024-07-07,Groceries,UPI,Itself lose likely morning.,407.76,0.44
2024-07-25,Healthcare,Debit Card,Like character sea into.,90.01,0.0
2024-07-28,Investment,Debit Card,Writer officer father sea eight country Mrs.,395.44,0.0
2024-07-01,Healthcare,UPI,Foot political forward idea act culture.,278.36,0.0
2024-07-18,Investment,Cash,Behavior question window site about traditional per process.,50.14,0.63
2024-07-29,Groceries,Debit Card,Shake my dinner.,227.85,0.0
2024-07-30,Entertainment,Cash,International again three rather source ok detail.,564.49,0.88
2024-07-24,Entertainment,UPI,Contain security measure move either.,867.92,0.46
2024-07-20,Investment,Debit Card,I trip before leg produce where Congress.,401.48,0.16
2024-07-30,Groceries,Cash,Good throw image lay medical.,531.18,0.51
2024-07-19,Stationary,Credit Card,Yet nothing sea former.,655.28,0.0
2024-07-08,Investment,Cash,Collection style dream.,759.97,0.74
2024-07-22,Food,Cash,Require nation model current force people line.,547.26,0.82
2024-07-12,Food,UPI,International charge early past surface.,64.04,0.0
2024-07-02,Healthcare,UPI,Happy thus draw writer ten his exactly family.,536.13,0.0
2024-07-06,Travel,Debit Card,Easy president recent anything offer help.,973.01,0.36
2024-07-14,Investment,Debit Card,Hold such member themselves either.,87.8,0.69
2024-07-25,Bills,Cash,Again go offer some.,419.37,0.31
2024-07-12,Entertainment,UPI,Character trip final late about agree.,262.19,0.49
2024-07-01,Travel,Cash,Garden above good each.,743.97,0.0
2024-07-27,Groceries,Credit Card,East officer road sort trade.,417.17,0.0
2024-07-28,Subscription,Debit Card,Their over choose much free democratic.,191.96,0.0
2024-07-22,Healthcare,Cash,Live never fall.,740.68,0.15
2024-07-20,Groceries,UPI,Fire trial bit upon customer onto hotel.,978.37,0.61
2024-07-11,Food,Debit Card,Mention article some put heart industry.,962.13,0.74
2024-07-09,Food,UPI,Can professor ground teach food political say.,546.96,0.63
2024-07-30,Stationary,Credit Card,Trouble today daughter also remain fish.,381.07,0.87
2024-07-09,Travel,Cash,Describe short identify hard finally.,729.03,0.0
2024-07-16,Investment,Credit Card,Compare high than green than.,393.43,0.5
2024-07-15,Bills,UPI,Poor serve always.,799.4,0.85
2024-07-14,Stationary,Debit Card,This long involve station.,53.17,0.48
2024-07-05,Stationary,Credit Card,Fly national PM magazine art good.,279.88,0.0
2024-07-11,Food,Cash,Notice product development mean brother stay.,681.6,0.0
2024-07-19,Subscription,Cash,Body study join reflect anything onto make.,924.6,0.84
2024-07-25,Subscription,Debit Card,Character audience out city crime box upon.,237.97,0.15
2024-07-04,Subscription,Cash,Class serious chance least front respond imagine.,96.09,0.47
2024-07-26,Stationary,Cash,Season skin each recent.,813.76,0.0
2024-07-20,Food,UPI,Let sell page paper into.,360.77,0.0
2024-07-29,Subscription,Credit Card,Way machine three quality.,901.22,0.0
2024-07-05,Healthcare,Credit Card,Place staff company soon always know.,721.35,0.28
2024-07-26,Healthcare,Debit Card,Will best world himself whole maybe bit professor.,545.33,0.89
2024-07-12,Investment,Credit Card,Purpose morning sister bed western.,168.87,0.92
2024-07-24,Bills,Debit Card,Hand particular business glass world.,167.53,0.98
2024-07-15,Travel,UPI,Out according happen state.,249.12,0.99
2024-07-19,Investment,Credit Card,Up their hospital wear major parent will.,408.3,0.66
2024-07-21,Subscription,Debit Card,Stage pretty field sell watch bit.,748.17,0.17
2024-07-25,Healthcare,Credit Card,Party trip only situation.,788.5,0.55
2024-07-13,Healthcare,Cash,Tend from we money task.,277.37,0.0
2024-07-18,Investment,Credit Card,Quickly Mrs industry media learn indicate among.,351.1,0.73
2024-07-12,Healthcare,Credit Card,Me relationship western.,236.04,0.53
2024-07-09,Bills,Cash,Marriage several which peace compare trip writer campaign.,121.5,0.9
2024-07-26,Healthcare,Debit Card,Party occur effort authority check yourself some.,224.59,0.07
2024-07-10,Healthcare,Credit Card,Why series response view seek your whom structure.,380.48,0.14
2024-07-26,Groceries,Credit Card,Project difficult reduce.,78.23,0.0
2024-07-23,Bills,Cash,Employee two rich hour join.,473.63,0.0
2024-07-18,Groceries,Cash,Not onto garden.,685.76,0.08
2024-07-15,Entertainment,UPI,Window yes authority girl enough system.,46.33,0.88
2024-07-03,Investment,UPI,Together increase they affect all expert parent that.,605.33,0.81
2024-07-02,Food,Credit Card,Dream experience list yourself.,810.93,0.09
2024-07-14,Investment,Credit Card,Good town resource song smile so.,364.15,0.91
2024-07-23,Subscription,Cash,Specific war try respond score skill billion.,798.49,0.22
2024-07-23,Bills,Cash,Throw thank value couple bank agent hope.,80.17,0.98
2024-07-16,Investment,UPI,Surface shake thing decide hundred.,717.95,0.44
2024-07-04,Entertainment,Credit Card,Guess call organization audience.,574.88,0.95
2024-07-02,Travel,Cash,When me hear road low attorney good.,329.11,0.39
2024-07-24,Entertainment,Cash,Nice wear their west together wide radio.,847.51,0.42
2024-07-21,Travel,Credit Card,Class very capital detail.,229.21,0.0
2024-07-08,Bills,Debit Card,Example several state gun nature break.,823.03,0.81
2024-07-22,Healthcare,Cash,Eye smile career quality here significant including.,981.3,0.77
2024-07-26,Healthcare,Credit Card,Show scientist big yes age only enter.,68.05,0.0
2024-07-11,Food,Credit Card,Whole develop huge record dream.,505.85,0.92
2024-07-16,Bills,Cash,Challenge free for south.,152.41,0.01
2024-07-24,Groceries,UPI,Consider well hair back avoid agent allow.,299.83,0.25
2024-07-14,Travel,Debit Card,Protect ball stay painting two paper.,946.26,0.0
2024-07-27,Food,Cash,Customer continue five entire operation make.,39.8,0.87
2024-07-18,Investment,Credit Card,Produce still goal buy small what.,744.8,0.0
2024-07-30,Healthcare,Credit Card,Most heavy would operation.,121.96,0.05
2024-07-09,Stationary,Cash,Budget Republican still bag family improve history.,459.86,0.0
2024-07-27,Entertainment,UPI,New make car process family page early.,430.59,0.22
2024-07-13,Groceries,Cash,Argue south street range where.,166.35,0.43
2024-07-26,Healthcare,Debit Card,Reality join yourself nature.,693.14,0.1
2024-07-07,Travel,Debit Card,Political over ready common third imagine.,375.52,0.44
2024-07-22,Healthcare,Debit Card,Early resource something low hundred charge every owner.,333.7,0.0
2024-07-07,Bills,Debit Card,Pm wife military.,710.81,0.3
2024-07-17,Investment,Debit Card,Lead build between police.,900.59,0.56
2024-07-26,Food,Debit Card,Property exist important heavy position.,371.39,0.0
2024-07-04,Groceries,Debit Card,Represent choose stage week.,113.11,0.88
2024-07-24,Subscription,Cash,Past enough sing.,441.61,0.76
2024-07-16,Travel,Credit Card,Executive fill behavior chance born represent interesting.,480.49,0.15
