Date,Category,Payment_mode,Description,Amount,Cashback
2024-03-07,Healthcare,Credit Card,Always character style doctor.,260.56,0.47
2024-03-06,Food,UPI,Detail question great attention collection chance sea.,360.71,0.24
2024-03-04,Investment,Credit Card,Well position unit focus step.,681.63,0.88
2024-03-13,Bills,Debit Card,Top force account point second knowledge.,360.74,0.05
2024-03-27,Food,UPI,Hand low treatment on catch class painting.,321.18,0.0
2024-03-01,Food,Debit Card,Economic best agent suddenly.,722.31,0.66
2024-03-21,Healthcare,Credit Card,Assume lay prove course tonight receive.,297.01,0.63
2024-03-04,Investment,Cash,And hard themselves court woman occur add.,777.68,0.0
2024-03-19,Entertainment,Credit Card,Seem face at firm Republican yeah wear.,353.31,0.59
2024-03-14,Travel,Debit Card,Available truth either crime since.,138.2,0.02
2024-03-15,Bills,Debit Card,Speak network either lose your.,510.06,0.25
2024-03-06,Entertainment,Credit Card,Exist child mind military half often deep themselves.,936.23,0.0
2024-03-12,Food,Debit Card,Conference stage yet about administration.,21.8,0.23
2024-03-30,Investment,Debit Card,Cup experience else machine.,654.85,0.56
2024-03-10,Entertainment,Credit Card,Talk drop nice really.,893.93,0.0
2024-03-04,Entertainment,UPI,Top stop team help appear sometimes.,884.24,0.91
2024-03-04,Bills,Debit Card,Maintain tough memory such.,116.14,0.36
2024-03-11,Food,Debit Card,Country than contain practice or born.,304.25,0.71
2024-03-27,Investment,Cash,Table pattern often fact water.,494.39,0.49
2024-03-02,Entertainment,Cash,Describe interest only market.,647.92,0.79
2024-03-20,Subscription,Debit Card,Nor huge difficult.,122.67,0.29
2024-03-30,Bills,UPI,Include project save.,263.83,0.0
2024-03-17,Subscription,UPI,Suffer month word then political loss.,770.77,0.0
2024-03-16,Investment,Debit Card,Full end present must.,476.19,0.78
2024-03-09,Healthcare,Debit Card,Everyone between better store until house.,645.32,0.29
2024-03-25,Travel,UPI,Least or meet help respond rate not.,155.59,0.63
2024-03-10,Groceries,Credit Card,Marriage action expect.,494.33,0.0
2024-03-30,Food,Credit Card,End another job herself arm.,469.78,0.62
2024-03-23,Investment,Cash,Move with better final represent.,479.77,0.47
2024-03-30,Entertainment,Debit Card,Network maintain eye space top become.,684.33,0.07
2024-03-09,Bills,UPI,National off not spend half.,701.75,0.93
2024-03-21,Stationary,Debit Card,General high television.,611.21,0.1
2024-03-27,Subscription,UPI,Main still story term skill.,21.34,0.62
2024-03-28,Investment,Debit Card,Traditional its now science firm modern argue.,785.59,0.92
2024-03-05,Bills,Credit Card,Stand recently social trade.,747.08,0.0
2024-03-14,Entertainment,Credit Card,Tonight prevent ago after break.,321.51,0.94
2024-03-19,Food,UPI,Different practice program dream development.,41.56,0.33
2024-03-26,Bills,UPI,Particularly decade fact million sign group newspaper.,773.63,0.48
2024-03-15,Entertainment,Debit Card,Step our goal value.,873.36,0.0
2024-03-07,Food,Cash,Rich determine will late.,964.6,0.37
2024-03-27,Travel,Credit Card,Understand computer raise imagine control business.,692.37,0.33
2024-03-05,Subscription,Cash,Suffer our make letter.,699.72,0.82
2024-03-23,Entertainment,Debit Card,We better interesting opportunity nothing.,421.95,0.54
2024-03-06,Healthcare,Cash,Modern already short possible herself.,94.55,0.69
2024-03-19,Healthcare,UPI,Seat vote health attack focus.,406.87,0.54
2024-03-12,Subscription,UPI,Alone pick fish character keep beautiful.,432.53,0.48
2024-03-21,Entertainment,UPI,Investment week thousand member relate national stand.,376.21,0.0
2024-03-14,Groceries,Credit Card,The story national bring.,636.21,0.5
2024-03-22,Stationary,Cash,Writer almost figure environment professional.,994.48,0.0
2024-03-18,Stationary,Credit Card,Teach movement believe option time traditional.,964.76,0.0
2024-03-26,Stationary,Cash,Law environment discuss member must.,599.32,0.03
2024-03-15,Food,Credit Card,Citizen Republican test understand road include main.,584.79,0.0
2024-03-13,Bills,Debit Card,Opportunity star better century arm buy know.,731.39,0.0
2024-03-05,Bills,Debit Card,Own hard upon agree none.,539.13,0.22
2024-03-08,Healthcare,Cash,Less tend risk city treatment nor.,814.2,0.67
2024-03-30,Subscription,Credit Card,Down happen senior prevent Republican ask stage keep.,373.18,0.87
2024-03-07,Healthcare,UPI,Find know front know address reality without.,208.38,0.0
2024-03-29,Travel,Credit Card,Too pick find history great stop.,587.53,0.0
2024-03-01,Stationary,Credit Card,Worker order body play take else land each.,400.61,0.61
2024-03-30,Food,Debit Card,Foreign ability floor man tonight size ever.,223.32,0.7
2024-03-16,Entertainment,Cash,Health themselves than part run same upon.,594.89,0.05
2024-03-01,Groceries,Debit Card,Agree much rather call notice tonight alone.,121.53,0.5
2024-03-28,Travel,Cash,Word away voice research bag wear news.,601.96,0.0
2024-03-17,Entertainment,UPI,Project laugh specific green century focus light seat.,884.06,0.27
2024-03-05,Subscription,Cash,Player or save wind rule something cup kid.,409.84,0.0
2024-03-14,Food,Debit Card,Police face open film individual.,119.05,0.12
2024-03-27,Subscription,UPI,Allow by number dark.,626.53,0.37
2024-03-03,Travel,Cash,Debate concern one consider require.,898.9,0.6
2024-03-19,Food,Cash,Address image bring soldier article force public weight.,733.48,0.11
2024-03-23,Investment,Debit Card,Bad exactly dream newspaper likely join father those.,692.24,0.0
2024-03-02,Entertainment,UPI,Perhaps same recently apply century region with important.,809.93,0.0
2024-03-04,Subscription,Credit Card,On or player real.,643.56,0.14
2024-03-11,Investment,UPI,Figure training state oil what century impact.,419.23,0.07
2024-03-23,Travel,Debit Card,Skill owner behavior list everybody age.,235.08,0.99
2024-03-26,Investment,Credit Card,Kind century remain region.,778.09,0.0
2024-03-12,Subscription,Credit Card,Rate dog security.,524.36,0.74
2024-03-08,Stationary,Cash,Politics land great unit.,759.35,0.54
2024-03-18,Healthcare,Credit Card,Cultural face right develop.,778.61,0.0
2024-03-02,Investment,UPI,Goal relationship truth.,993.11,0.32
2024-03-16,Stationary,Debit Card,Teacher choose feeling get.,354.96,0.0
2024-03-18,Groceries,UPI,Various statement Democrat act allow exactly explain.,66.35,0.36
2024-03-13,Food,UPI,Manager personal firm.,421.7,0.0
2024-03-17,Bills,Credit Card,Parent catch message.,310.98,0.42
2024-03-06,Subscription,UPI,Network you move black.,574.29,0.18
2024-03-30,Food,Credit Card,Through teacher start month someone.,317.76,0.78
2024-03-22,Bills,Cash,Break yourself edge.,780.24,0.75
2024-03-18,Subscription,Cash,Member before coach lot environment.,962.17,0.99
2024-03-25,Healthcare,Debit Card,Act individual make short town.,703.72,0.39
2024-03-03,Subscription,Cash,Change president tough few matter.,836.65,0.0
2024-03-06,Subscription,Cash,Describe range painting.,132.32,0.98
2024-03-13,Stationary,Cash,Contain small traditional short big money however approach.,568.96,0.26
2024-03-04,Stationary,Cash,Just a imagine southern suffer.,803.69,0.0
2024-03-03,Food,Cash,Media image report she institution room.,535.06,0.02
2024-03-14,Travel,Cash,Whose perform amount present music they college.,545.32,0.54
2024-03-06,Food,UPI,Concern before over explain difficult size.,387.71,0.78
2024-03-09,Travel,Credit Card,Shake television memory soon.,179.81,0.1
2024-03-29,Groceries,Credit Card,Lawyer have building nature.,442.02,0.48
2024-03-05,Travel,Cash,Hand writer opportunity kind agent sing final.,739.99,0.53
2024-03-08,Bills,Debit Card,Them service effort forward read poor.,886.22,0.66
2024-03-16,Travel,Cash,Positive shake right single upon past middle sister.,546.84,0.73
2024-03-27,Stationary,Cash,Daughter claim bag color open generation.,832.09,0.05
2024-03-26,Subscription,Credit Card,Back per suggest official.,55.45,0.86
2024-03-02,Travel,Debit Card,Add north word system.,37.04,0.0
2024-03-17,Food,UPI,Page whatever travel ok office.,73.52,0.25
2024-03-03,Travel,Cash,Understand describe present send Mr floor speak.,274.62,0.82
2024-03-06,Subscription,UPI,Inside sound approach until carry town perform yet.,347.11,0.24
2024-03-09,Stationary,Credit Card,Chance common under public.,228.58,0.03
2024-03-07,Food,UPI,Tend probably politics.,851.39,0.86
2024-03-12,Subscription,Debit Card,Information never skin break store list lawyer.,980.25,0.59
